Point_ID,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265
1656,35479,30574,-3536,-33610,15069,7125,-39238,-16008,-31033,21408,17472,10741,17777,-11257,11601,-14910,-24674,40030,22958,5893,-43904,-1646,-2164,-39497,26503,-18439,-906,19117,4468,15285,13405,11,23641,580,-8825,1221,-21567,8739,-9458,212,-38040,1110,26398,-20942,16014,39566,-2002,36539,19691,42111,-26548,-16284,19470,5943,647,-18574,-12994,8803,8052,-13600,-39798,-7127,20449,-5481,-17111,-14976,-19408,7049,7738,-656,-50525,6029,45294,39124,-18894,-11648,-27251,19824,36984,-32529,22195,3436,-14046,-37957,39186,12368,-11110,-26054,-18018,-18083,25046,-2383,14116,20669,24990,59542,13596,16059,-18100,-8430,16008,10956,-19815,29180,-11371,-33643,25150,20408,6846,14002,2152,9239,-3611,-35004,-10079,-29447,-19541,-20094,-43053,12440,-19176,-52990,-3335,-14195,4974,-64593,-13787,-32996,47286,-1407,-13350,49773,3713,-30918,-38887,-31429,-6899,4102,-1641,16682,-49103,-3081,-3890,30027,8639,22161,8120,17109,-5674,-2069,17789,-9080,21440,71471,-13188,24791,-5604,28327,-60559,-18308,20919,-1518,37623,14908,20660,-25505,-14947,30043,-15199,-29085,-948,31930,-23207,33656,-3309,18648,19077,25248,-5666,34008,-17226,44720,13385,66704,-28924,-9415,37394,35087,-40257,-18833,25988,-12633,23838,4033,10833,11884,15563,-9629,-9154,-9401,25555,-1730,4792,-9485,31934,-34927,-15605,-298,23434,4505,-11058,-2233,28892,1680,6482,3577,-18046,-1289,-28416,-69002,-2514,-2303,9832,-8693,-41340,-22512,45133,48805,-36207,-10439,28183,-21933,15764,36532,17982,9578,9766,-32085,30059,5580,-47268,-35951,-4101,-48988,5164,-15314,-14675,-50046,12399,-1280,-8478,37319,20793,-15398,50545,31080,7613,-44914,-10799,5534,6794,-20203,-27247,-16296,-14516
1657,35325,29440,1355,-32403,16851,10906,-38164,-18071,-30091,23841,18465,7461,14266,-14241,13559,-18301,-25558,41846,20071,5381,-43497,-1380,-1964,-40368,27570,-16457,-3257,17807,3717,18157,14669,1309,25687,75,-10983,-4790,-22610,6816,-9348,-463,-38113,515,25390,-20323,15816,40075,-2696,34299,20102,40704,-26820,-14768,19351,6369,-1457,-18220,-12608,7926,7359,-10599,-38453,-10137,20824,-8356,-16492,-12525,-19542,3659,5304,-2069,-54257,8285,43802,33953,-19618,-12189,-26178,19193,36552,-34862,21251,3110,-16100,-37724,34058,11217,-10047,-23319,-18540,-15908,24194,-2863,10897,20402,22562,58663,14526,15910,-15980,-9066,14987,12422,-16055,30417,-13205,-34386,27506,22115,4872,13072,4155,6558,-4228,-29496,-4806,-26435,-21190,-18926,-43244,11999,-17259,-52301,-1596,-15181,4601,-63364,-12240,-34121,47309,-1841,-13572,52805,2949,-25817,-39517,-32614,-6875,4050,-4064,16489,-48787,-587,-385,26808,6484,24794,7156,16010,-4895,-15,19127,-10729,17270,70577,-14417,21946,-4950,26553,-59545,-19456,23190,-2248,36969,15535,20823,-26394,-15838,30111,-14302,-28531,-2243,32168,-22572,37805,-5366,17633,21014,19798,-5790,32015,-17084,45372,13187,71325,-31247,-6161,37112,31280,-43313,-14720,26331,-11124,24215,3981,10408,10454,14879,-8982,-11429,-9889,25288,817,5236,-9131,30670,-35122,-16130,1367,22501,5852,-10479,-5015,28539,2738,7095,4982,-20671,-1363,-30044,-69050,-2144,-1430,11200,-9773,-43309,-24906,45089,50873,-36171,-10848,24323,-24782,13526,36640,12418,6763,13022,-32028,31111,3209,-45521,-35097,-2082,-46096,4301,-12750,-10838,-49550,11277,-220,-7919,39759,25073,-16511,48790,32403,4846,-45333,-10431,6865,6987,-19819,-27515,-12014,-12503
1658,30540,29128,-5524,-32951,18179,9386,-37174,-18318,-29621,21469,16336,10472,12476,-13289,12777,-18339,-24625,41275,22600,2921,-41944,182,-2583,-42575,28382,-18145,-1625,16359,2814,17366,14150,3156,26183,885,-7447,-104,-22092,9474,-7402,1432,-37903,4570,27580,-19069,14222,43209,2329,36096,18718,42846,-28498,-16899,17821,10860,-1033,-17287,-15146,8713,8722,-12125,-39514,-8289,21824,-4900,-16875,-14396,-20456,3428,11416,1288,-54094,8304,42936,32865,-18320,-14241,-29636,15619,36161,-31752,21445,1838,-18003,-35135,35358,11394,-9390,-25542,-15728,-18142,24049,-3887,7576,19402,23436,57400,13651,14488,-16732,-10019,16861,8633,-18920,31350,-11500,-34811,22542,22808,5549,15482,7390,8090,-1961,-34655,-9842,-31383,-24477,-21995,-44700,14602,-17628,-51445,-3350,-12973,5588,-67213,-11229,-34003,48784,-1880,-14185,53127,4850,-25555,-43155,-32669,-8926,4039,-46,15038,-53940,854,-4560,28126,7698,25198,7924,16089,-4411,-1324,17484,-9719,18597,71044,-10686,21713,-7736,24893,-57781,-17160,18130,-4176,35580,15140,18902,-23322,-11122,29248,-10442,-27740,-2229,29002,-21548,34802,-5949,18475,18775,23029,-8576,34900,-18914,41420,8443,69910,-30717,-5028,40116,29885,-43135,-19574,19921,-10901,24595,2329,12798,12432,13532,-7881,-13934,-7791,24520,309,7145,-5738,32918,-35055,-16037,1077,22909,6449,-12304,-1885,28957,2608,4598,4595,-17546,1661,-28024,-67608,-1041,1376,8207,-9194,-44622,-20128,45657,49593,-37715,-8207,24915,-22717,14175,35479,10018,5415,11169,-33924,31419,2772,-42738,-35167,-1374,-48765,5682,-12989,-8678,-47154,9677,-2706,-6625,39261,23318,-15969,48976,31795,4847,-44899,-8944,4064,7353,-18065,-24423,-12054,-14777
1659,34778,29839,-625,-32945,19235,11179,-38495,-18191,-30815,21447,15297,9782,13501,-15193,13353,-15801,-25978,39315,20305,4993,-41678,476,-3580,-42085,25188,-17277,-442,17049,4315,16240,16133,2124,22599,2397,-9690,-300,-22379,8256,-7269,2586,-38789,1983,25356,-21366,16574,41574,-2094,34191,23653,43305,-26724,-16966,19886,9380,-1893,-19615,-11010,6809,7523,-12205,-37323,-7743,21166,-6685,-16649,-15816,-21622,3774,7980,421,-52798,8102,45400,32268,-20921,-14160,-28926,18228,35196,-34450,19590,2496,-16097,-36324,35423,11625,-10141,-25590,-18935,-15315,25298,-137,11993,19691,21527,59271,13323,15201,-14541,-10234,15995,11004,-17643,32580,-11524,-32836,23694,21021,5093,14025,5236,8699,-3146,-30361,-8062,-28442,-20988,-21160,-41662,10608,-19117,-52276,-2383,-12794,5267,-65188,-14110,-32310,47955,-3467,-13424,52183,1733,-25979,-43262,-32742,-5146,2610,-2737,15126,-50213,486,-3179,27133,8323,23060,10538,14509,-4232,-805,18001,-9578,17258,70078,-13758,21993,-5158,26353,-59763,-20519,21094,-2631,34628,16994,20329,-26178,-14342,27895,-13600,-29857,-4454,33382,-20912,35007,-4748,17301,18280,23386,-4959,33843,-16487,45855,8297,69548,-32565,-6268,38187,30486,-43338,-18315,25604,-15104,25858,2718,9684,12381,16052,-7593,-12327,-10446,26124,2648,8805,-9841,29852,-34616,-15936,1194,23214,4827,-13314,-2164,28881,4349,9310,2143,-20896,1650,-28607,-66986,-261,1132,9128,-11328,-43564,-24616,43079,50362,-36866,-10850,24913,-21200,14694,34720,10017,6148,12352,-34710,31749,3331,-44843,-33443,-932,-48447,8599,-11960,-13599,-46813,12930,-2272,-6429,41268,23472,-15967,49196,29692,3997,-43919,-8266,6151,7596,-21966,-27213,-11695,-12455
1660,35406,32151,-2210,-31624,15930,9221,-40754,-16544,-30912,22832,18383,9789,13101,-13085,10835,-15294,-23095,40262,23945,4561,-42333,-439,390,-39907,26391,-19626,-2117,16272,4204,14403,15857,3117,25252,502,-7910,-4034,-20907,12585,-12132,-943,-36544,4040,28886,-17920,12249,43233,-1594,35009,17822,40672,-27264,-18302,18271,10218,-2300,-19640,-13926,10241,6722,-9626,-36580,-9929,19596,-6624,-17452,-14562,-17445,5610,9569,1212,-54302,7623,42678,36975,-18057,-11352,-25716,17328,35817,-33798,18361,2352,-16877,-37250,36214,6605,-9570,-26093,-15578,-20846,27725,-4196,6726,17233,24250,55406,18105,13905,-17914,-11138,18972,10003,-18648,28658,-11769,-34300,27598,23500,4221,13507,3692,8036,-1462,-32318,-6259,-30760,-21377,-20901,-45995,13029,-17852,-49899,-3767,-18265,7997,-67598,-12931,-35875,46374,-2262,-16754,51262,4532,-24295,-40097,-30410,-10183,1996,2296,18649,-50395,687,-6823,29447,6959,25468,5221,13949,-7944,-4925,16134,-7512,19969,70042,-9970,21895,-4961,30214,-59776,-17955,20668,-1667,35316,13772,17363,-27410,-14154,33168,-10660,-28905,-5311,28782,-19977,35665,-7215,15900,18627,24824,-6304,33190,-19555,43309,12868,68308,-32554,-4224,39736,31798,-43789,-19213,23486,-12405,24791,2260,16612,13091,14262,-10747,-14967,-7912,25051,771,4441,-7824,31706,-35293,-16118,909,21597,8007,-8463,-4784,28499,4471,5350,6311,-18883,-649,-28798,-65962,-2049,1271,7222,-7568,-43731,-23443,43148,51909,-36867,-7921,22569,-22290,12738,34453,17037,4119,10625,-32606,31260,3453,-43588,-34390,-2558,-46041,3202,-11691,-8617,-50157,11409,-137,-9247,40333,18709,-14867,47210,31613,3485,-48369,-15940,5176,10659,-18827,-23306,-10603,-17048
1661,34044,30848,-2480,-30747,15038,10312,-37707,-17414,-32187,21155,16651,9085,16724,-13338,13397,-16431,-25090,38347,22353,6540,-40420,-2885,-2850,-39538,26749,-17790,548,14889,2258,17259,15827,2570,24966,-827,-11095,-2973,-21418,9152,-7876,-190,-42023,1863,25664,-17633,16181,37680,-2332,35702,18219,42128,-28613,-20172,18000,7361,-2344,-17420,-13160,7212,8696,-11822,-35038,-9360,20422,-6220,-17496,-13181,-18124,4296,5425,2585,-53738,5478,43458,35788,-18598,-16362,-28543,18610,34694,-33880,20894,3687,-15966,-35976,34269,8829,-11316,-25388,-17379,-15824,25635,-5553,12551,19136,23426,56518,14271,12999,-18870,-7307,19063,8866,-16006,31469,-11606,-32625,25049,21708,4399,16262,2488,9613,-2502,-32017,-5894,-28369,-21851,-21074,-40827,11843,-20812,-50835,-2258,-14443,5653,-65377,-10499,-34957,50314,-1735,-16694,50075,3931,-28361,-39118,-33214,-6555,4316,-2396,16916,-52238,2766,-3036,29741,7604,23946,8187,16409,-4232,-2346,17026,-10452,16009,71140,-12046,22744,-7457,26223,-59234,-22567,22617,-2059,35442,17439,20463,-24765,-15906,28880,-11788,-28418,-1839,31921,-22607,34971,-7357,17723,18309,23028,-7976,34023,-15856,46210,12249,69327,-31130,-5098,37376,31331,-39524,-18296,24241,-12194,25777,3552,10840,12440,14729,-9030,-9807,-10234,25035,1073,3766,-6474,30166,-35792,-17033,-517,22655,4146,-9365,-2626,30042,2490,5932,6217,-18256,364,-29207,-66624,-2301,979,8699,-8788,-42121,-21831,45857,50604,-33512,-10336,26610,-25913,14298,34872,12089,5437,11119,-34364,31392,4764,-44813,-35439,705,-45996,5170,-13796,-12254,-48734,11362,-2591,-7218,39533,21643,-15565,50263,31917,3506,-45830,-10799,5838,7840,-17606,-25559,-11937,-14644
1662,35775,30735,-3333,-30815,17714,11464,-37811,-17145,-32212,23143,16844,10444,14275,-11961,12222,-16772,-23909,40209,22611,3673,-42435,-878,-1243,-40322,27449,-17527,-733,16177,3251,19608,15232,3067,26424,825,-7977,-3289,-21185,9985,-8581,-739,-38090,2249,25535,-20340,16217,41440,-2600,38095,20072,41158,-31589,-18350,20065,9356,-1251,-18613,-12762,8704,6959,-10893,-36524,-9508,22143,-4914,-20547,-12038,-18258,3677,8219,306,-51023,4784,42172,37550,-18323,-16047,-24650,19089,38285,-35546,18328,3298,-14742,-38363,34892,7979,-11739,-26561,-16970,-18630,24311,-2540,10654,19233,23955,57669,13098,12527,-17510,-11506,16643,9882,-15623,31248,-10376,-35861,27029,21377,5724,16634,3377,9520,-3953,-30621,-5560,-28893,-19929,-18518,-43329,10644,-20389,-52099,-2980,-14147,5384,-64820,-14566,-33699,49288,-3141,-13269,50493,3227,-29544,-42731,-33978,-5692,2266,-210,18182,-49411,1790,-5315,29391,10017,22653,9358,15011,-6433,-2154,16286,-9756,18538,73440,-15535,22330,-8031,28066,-56841,-21093,22213,-724,34751,13921,19621,-22808,-15363,29908,-15385,-27378,-2856,31586,-22071,32868,-8055,18290,19719,22194,-9404,34018,-17900,46158,14039,70025,-31541,-5014,38728,30057,-41552,-19220,25525,-13330,23671,3815,13680,13814,14503,-10404,-14399,-10592,24640,98,4355,-7266,29765,-34214,-15811,-389,21398,6593,-11702,-5277,30197,4077,6477,5411,-19912,-2223,-28912,-67255,-2787,2836,8135,-7239,-44158,-22973,43385,50578,-36409,-11097,25008,-22385,12231,36404,12548,6115,12557,-35384,31493,4932,-43667,-34707,-2583,-50870,7467,-14501,-12159,-47866,11305,-1771,-8214,37887,21796,-14865,49003,30959,3176,-48569,-11643,4738,8364,-17983,-26256,-11531,-14112
1663,36596,30658,-2698,-30548,16431,10540,-40606,-16062,-32001,22660,15708,10803,15076,-14159,10169,-15163,-24722,38935,23667,5673,-42643,-1306,-913,-40158,25286,-17245,-3877,18273,5249,19201,15331,916,26266,-567,-8857,-4463,-20709,8630,-7807,554,-36154,1842,25699,-18999,13434,40392,-2271,36880,21182,39176,-30074,-18034,18966,8790,-2223,-20260,-12402,8364,5622,-9785,-37205,-10838,21277,-3760,-16631,-16108,-19484,4740,7743,0,-52679,7336,41572,38271,-19490,-14571,-22437,18450,39673,-37462,18516,2537,-17291,-38648,35948,7225,-11801,-25260,-17461,-16245,24246,-3861,13237,15943,24386,55835,15198,14944,-17646,-12560,19327,10201,-16887,27336,-12096,-32023,26430,21834,4917,13134,873,9969,-1983,-32188,-7046,-30092,-22941,-17351,-44107,13124,-19050,-49528,-2797,-15797,5071,-65232,-13524,-33891,50665,-1270,-16650,52075,2746,-27464,-37709,-29364,-8955,1537,-1433,18194,-50628,-264,-5629,29589,7276,23793,8522,15903,-7631,-3523,20076,-8448,20484,72553,-12781,21381,-5920,30032,-59516,-17397,23521,-892,38460,16404,18839,-28104,-14576,32888,-12941,-28394,-5023,29461,-23922,34748,-9716,16271,18590,23588,-5330,31982,-17205,45661,12827,68893,-31843,-5221,36780,33434,-43754,-16561,25445,-10431,23170,2208,15093,13799,14963,-11159,-11562,-9590,25314,-129,2224,-7823,28999,-34860,-15171,-125,21142,6193,-9838,-6489,29883,-366,7145,3927,-18868,-1163,-30084,-67176,-2162,-548,9510,-9113,-43891,-21033,46097,49117,-36571,-10352,25602,-25163,12818,34071,16269,8135,11585,-33254,31446,2285,-45414,-33024,-1027,-46626,4709,-15885,-13621,-47030,12007,230,-8029,38268,23030,-17386,48036,30262,5039,-48598,-11554,5519,10673,-18106,-26371,-14914,-14902
1664,34713,26113,-4146,-28672,12250,8221,-39859,-17271,-28994,23002,16310,12307,13140,-12669,10884,-14757,-24364,42861,23034,2670,-41287,-907,-424,-39542,26197,-17022,-3499,16677,1171,15198,14740,-15,28797,1184,-8141,-2855,-22307,7923,-10258,-1895,-35580,6402,27725,-20884,13933,41105,-2197,37963,19997,39187,-29194,-16692,19750,6775,855,-18333,-11528,6550,5762,-9030,-39588,-7459,20466,-6785,-18160,-16463,-18954,5194,8296,94,-52826,4794,42933,36918,-19162,-14598,-24449,16704,35663,-34405,19237,3368,-15617,-36565,35040,10475,-10082,-24416,-15996,-18651,25452,-605,13276,21349,20951,55148,11543,12889,-19126,-10296,17329,12418,-21671,25506,-11355,-35676,25304,23282,5106,12218,3820,10221,-2915,-34057,-5712,-26050,-21037,-17865,-44903,12295,-18375,-47981,-5199,-17102,2921,-68236,-13903,-33667,48402,1087,-12393,51678,1638,-27116,-38676,-33676,-9541,-752,815,18098,-50968,-1280,-5163,27131,9213,21929,4981,10780,-7681,-3910,14014,-8623,20916,71505,-10101,21961,-10276,28146,-58915,-17062,21960,-2405,37554,14779,18409,-27593,-12463,33208,-13277,-28001,-4159,28913,-21094,33632,-3721,13674,20853,24070,-5024,33339,-18869,43586,10948,69114,-30447,-6052,37046,31975,-43081,-17463,22226,-8015,23493,2060,16433,11627,13372,-13708,-11598,-7381,25683,-1036,6045,-8865,30744,-35605,-15679,-433,20792,5234,-7700,-6386,26093,2578,4773,4635,-17759,-2088,-28532,-67396,-615,1041,7367,-9695,-43427,-20921,44540,49844,-33140,-9907,26081,-23751,13476,32915,13851,7071,9454,-30284,30698,1490,-45226,-30817,-2974,-49973,3608,-13955,-9943,-47102,9290,-889,-10372,38973,20869,-12986,50916,31176,3766,-48101,-11471,5505,9733,-16766,-28103,-13613,-14438
1665,34931,32608,-1638,-28159,13398,7204,-38962,-16188,-28719,19757,17890,11837,13424,-13026,7637,-15793,-22057,41539,24848,6757,-40074,-1138,-1821,-39284,21895,-18146,322,17103,2654,18891,13843,383,25252,-1354,-7055,-501,-21898,10545,-11166,-773,-33841,3995,29763,-18247,13498,41054,509,36598,19214,38606,-28148,-18561,19050,9638,-2061,-18936,-13115,8759,4941,-11596,-39340,-11467,23773,-2772,-15125,-15189,-19226,5841,10639,-1437,-52895,6716,42959,38109,-21244,-14116,-25993,17233,34983,-31873,19221,2512,-14708,-37084,36164,10024,-9237,-24800,-15563,-19874,22502,-3148,9915,17416,25109,56103,11852,12860,-18422,-8582,16981,13301,-20530,25498,-12408,-33472,24440,21667,6798,11935,3135,9871,-3065,-35096,-8252,-29390,-22010,-17578,-45074,14388,-19319,-51624,-3185,-15099,7141,-63077,-13403,-33016,46712,-979,-12381,51745,-1023,-23312,-35872,-30629,-11695,1552,-461,17988,-49701,-1410,-7247,27650,8878,20311,8327,13007,-6271,-5197,17704,-6380,17333,73754,-8922,22853,-8284,30527,-57601,-17672,21288,732,37515,13934,18767,-25431,-14486,29841,-11199,-29420,-2602,29255,-23267,34829,-7117,15155,17723,22309,-6652,32269,-16784,44618,14167,69349,-29089,-3132,35080,30416,-46185,-17922,23899,-7470,22123,1339,14751,12956,16634,-11784,-13909,-11411,24468,2129,3034,-8921,31655,-33821,-16879,779,20912,6201,-10269,-6538,30818,-1326,6611,4854,-17220,-2458,-28996,-63250,-1604,-2794,9554,-7007,-43540,-20901,44884,50869,-37090,-12170,26052,-25049,14217,32243,16445,6079,12361,-34094,28084,1730,-42569,-34577,-1012,-47821,4209,-16165,-10357,-48663,10929,-833,-6014,38932,21508,-15294,47262,30303,3220,-46694,-13688,4497,11174,-15047,-24449,-12085,-17170
1666,35433,30926,-1076,-31183,14560,8061,-40300,-17135,-30911,19337,17793,12257,16127,-14700,11780,-17695,-22631,43862,21060,1564,-42258,-846,-1044,-43002,26442,-17459,-3657,18971,842,12802,12902,830,26249,2717,-7658,-210,-22269,8252,-9183,-1927,-38849,4779,27513,-20075,16875,43074,-1517,36706,18498,41121,-27100,-15181,19253,8810,210,-18099,-13832,6646,7423,-11730,-39394,-7820,22517,-6703,-16475,-14169,-20023,4653,9158,1222,-52902,6209,44031,34465,-19749,-14137,-27976,14872,37395,-30510,22718,3589,-18066,-36680,36730,11971,-8587,-24632,-16393,-18657,26725,-970,7943,21193,22635,57428,10685,15752,-18370,-11701,18447,11365,-23353,28346,-11408,-34874,23827,22278,5751,14834,2703,8911,-1306,-33768,-11534,-25960,-23777,-19629,-46745,13973,-19479,-53187,-4062,-14299,6822,-68053,-16701,-34507,49532,1525,-14179,51461,5800,-27365,-40952,-32849,-8496,2562,-765,17853,-53841,307,-3345,27479,7457,24807,4846,13114,-9058,-5051,18271,-7476,22453,72430,-11200,25707,-7254,26037,-59506,-17721,19958,-2737,34322,14893,18869,-26023,-16107,31105,-12221,-29794,-39,31025,-22695,32269,-6685,15778,17901,21690,-7152,35949,-19470,42677,8918,67011,-30114,-4757,40067,33071,-42280,-20871,19771,-11917,25490,3443,13250,15094,13758,-11624,-12740,-8245,26676,-2249,5621,-5741,31960,-34612,-15391,831,22655,6815,-9267,-4469,26573,4203,6403,6317,-17679,4178,-27532,-68925,-1555,-864,3813,-8609,-44501,-21360,45887,51719,-31500,-7659,25855,-21093,13810,37399,14573,5299,8998,-30300,31325,2002,-44525,-33665,-4057,-49405,2509,-15417,-11019,-44842,9619,-2299,-8802,37648,22793,-17099,52322,30511,5006,-45636,-9733,3913,6476,-19899,-26313,-13317,-14587
1667,34088,32585,-1966,-34169,16966,10189,-38774,-16368,-31331,21776,14735,11112,15290,-10859,12849,-17308,-26159,38149,20769,4440,-43603,-3407,-4167,-41452,24773,-21662,-2366,19936,4730,18677,13985,4126,23394,329,-10746,-1034,-22432,10132,-9741,-641,-37308,135,26434,-19704,17069,43043,-485,32652,21366,42989,-24939,-18265,18689,7306,-1320,-19980,-12388,5623,4565,-11808,-39265,-7474,21937,-4319,-15440,-13092,-19871,5221,7628,1175,-51839,6799,45781,36154,-19695,-12202,-25193,16470,36100,-31218,21911,1497,-14722,-36755,37476,11208,-10377,-24843,-19773,-17495,26526,-2170,11378,17683,22693,59306,15875,15624,-17662,-8112,15155,13857,-16224,29831,-10971,-31071,23533,19721,4818,16284,1715,8968,-3300,-29302,-9172,-26743,-20838,-20799,-44579,12918,-18616,-51592,-2606,-13843,2620,-66367,-11924,-31748,48637,-1111,-14895,52136,784,-26246,-44297,-29135,-4148,3891,-611,16231,-49435,-2177,-1191,29323,6509,27334,9105,15790,-5783,-1984,20004,-7054,20090,69955,-10628,25321,-6530,25675,-58665,-20705,22846,-4143,35627,16163,19978,-25036,-13651,30416,-15575,-27985,-5993,30683,-23535,33853,-6361,17827,20751,21619,-5619,34645,-17657,44785,9365,69369,-32312,-7636,36568,33691,-41085,-20731,25992,-12463,25496,5257,9799,11683,13447,-8610,-12009,-9027,25196,-272,4326,-10773,32670,-34045,-14651,1262,24012,5495,-10033,-1976,29662,3597,6895,2699,-22100,1917,-28715,-70347,-1894,-1853,10642,-8202,-45138,-22444,47415,51123,-37108,-10598,23595,-24968,15492,35783,16878,7260,13598,-31903,31082,1607,-46799,-33776,-3104,-50159,5381,-12016,-13168,-49395,11439,-3122,-6331,37083,23536,-18879,49614,32424,6325,-44654,-10473,5316,8533,-22385,-26158,-14964,-13651
1668,34809,29425,-3694,-29346,15265,10797,-39272,-14640,-32434,21744,17236,10953,16569,-13431,12417,-13797,-26301,39598,23140,2875,-44211,-2427,-1286,-36348,25502,-17871,-4047,16849,3532,17462,16144,2007,25823,847,-8170,-4358,-22115,10417,-10106,-712,-37278,3868,25501,-18189,14381,39796,-4116,37080,21476,37983,-26551,-18445,18820,8711,-1792,-17553,-12261,10584,7979,-13047,-37845,-9306,21504,-3420,-14339,-17696,-19015,6530,7326,-2102,-52268,7715,44105,39021,-19966,-14339,-25360,19313,37448,-35027,20410,4932,-14101,-37372,38261,8039,-13634,-26971,-18602,-16858,23660,-3458,10641,18533,21922,56300,14274,13876,-19708,-10481,17869,11569,-20661,27914,-13240,-33520,26018,21014,6485,13250,2036,10488,-3703,-34036,-5244,-29829,-19201,-17613,-41228,11191,-19450,-49452,-4813,-17395,4770,-65161,-12912,-33686,48420,37,-15041,49494,1163,-28250,-38000,-30911,-7043,2691,-2882,21400,-48940,-175,-3544,29809,9141,22926,6210,15516,-7176,-5640,17186,-8094,18237,73073,-11807,21885,-3956,30352,-58633,-17827,24270,-646,39120,15809,19715,-26857,-15577,32709,-14944,-29312,-3516,30830,-21007,33058,-6112,17117,18954,19953,-3899,31092,-14337,45491,15552,67421,-32647,-5500,38585,31657,-42448,-18532,24968,-11523,23739,1845,12631,8720,15381,-11027,-13652,-9209,24822,-2286,4637,-10422,29483,-34437,-15475,-899,23245,6630,-8424,-7397,29302,2230,7061,4137,-19442,-2891,-29485,-67842,-3127,-3509,7458,-9997,-40953,-22378,46964,51794,-34438,-11809,26347,-22199,14108,31992,17378,7072,9278,-30197,27555,3379,-42564,-32441,-800,-46977,7304,-16064,-12134,-49470,13517,-2550,-7631,37449,20937,-16229,48259,29883,392,-50147,-12977,8943,8841,-17129,-24877,-13654,-12673
